image_path,true_label,true_label_name,predicted_label,predicted_label_name,confidence,stage_distance,error_type,note
d:\Computer Vision CW\data\train/1/58184d6fd087-600-HB.jpg,1,Mild NPDR,0,No DR,0.6485,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/c70d09370109-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.6483,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/4627_left-600.jpg,0,No DR,1,Mild NPDR,0.6466,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/12796_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.6444,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/4/378963f9df22-GF-600.jpg,4,Proliferative DR,3,Severe NPDR,0.6443,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/8294_left-600.jpg,0,No DR,1,Mild NPDR,0.6441,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/4/664b1f9a2087-GF-600-HFF.jpg,4,Proliferative DR,3,Severe NPDR,0.6434,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/22227_left-600-HBF.jpg,2,Moderate NPDR,3,Severe NPDR,0.6428,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/27484_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.6407,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/3/42172_left-600-FA.jpg,3,Severe NPDR,2,Moderate NPDR,0.6401,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/10195_right-600.jpg,0,No DR,1,Mild NPDR,0.64,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/698d6e422a80-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.6399,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/239f2c348ea4-GF-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.6396,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/9008_right-600-HFF.jpg,1,Mild NPDR,2,Moderate NPDR,0.6388,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/18941_left-600.jpg,0,No DR,1,Mild NPDR,0.6384,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/15240_right-600-HB.jpg,1,Mild NPDR,2,Moderate NPDR,0.6382,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/2091_left-600.jpg,0,No DR,1,Mild NPDR,0.6376,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/460_left-600.jpg,0,No DR,1,Mild NPDR,0.6375,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/35361_left-600-HB.jpg,1,Mild NPDR,0,No DR,0.6374,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/7292_right-600-RB.jpg,1,Mild NPDR,0,No DR,0.6373,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/41022_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.6357,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/3588_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.635,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/5542_right-600-HBF.jpg,2,Moderate NPDR,3,Severe NPDR,0.6349,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/28675_right-600-HFF.jpg,3,Severe NPDR,2,Moderate NPDR,0.6349,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/24454_left-600.jpg,0,No DR,1,Mild NPDR,0.6348,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/30610_left-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.6344,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/b576c5269ad1-GF-600-FSF.jpg,1,Mild NPDR,0,No DR,0.6342,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/cbc2e57447c2-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.6333,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/6a91eb157f47-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.6325,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/13808_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.6319,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/38668_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.631,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/36958_left-600-FA.jpg,1,Mild NPDR,0,No DR,0.6302,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/4757_left-600-HFF.jpg,1,Mild NPDR,2,Moderate NPDR,0.629,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/28480_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.6279,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/10981_right-600.jpg,0,No DR,1,Mild NPDR,0.6273,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/32353_left-600.jpg,0,No DR,1,Mild NPDR,0.627,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/2754_left-600.jpg,0,No DR,1,Mild NPDR,0.6268,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/42124_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.6266,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/13043_left-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.6257,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/3196_left-600.jpg,0,No DR,1,Mild NPDR,0.625,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/42820_right-600.jpg,0,No DR,1,Mild NPDR,0.6248,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/5cab3ef4b31c-GF-600.jpg,1,Mild NPDR,0,No DR,0.6239,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/33226_left-600.jpg,0,No DR,1,Mild NPDR,0.6236,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/1768_left-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.6231,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/4884_left-600.jpg,0,No DR,1,Mild NPDR,0.6216,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/38331_left-600-HBF.jpg,2,Moderate NPDR,3,Severe NPDR,0.6215,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/18589_left-600.jpg,0,No DR,1,Mild NPDR,0.6213,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/93be637084a2-GF-600.jpg,1,Mild NPDR,0,No DR,0.6206,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/3/34571_right-600-FA.jpg,3,Severe NPDR,4,Proliferative DR,0.6202,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/093a42649c29-600-HF.jpg,3,Severe NPDR,2,Moderate NPDR,0.62,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/40402_right-600.jpg,1,Mild NPDR,0,No DR,0.6194,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/36883_left-600.jpg,0,No DR,1,Mild NPDR,0.6179,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/39365_left-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.6154,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/22767_right-600.jpg,0,No DR,1,Mild NPDR,0.6145,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/24559_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.6138,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/15029_right-600-FS.jpg,1,Mild NPDR,0,No DR,0.6136,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/21035_right-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.6136,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/38008_left-600-HFF.jpg,1,Mild NPDR,0,No DR,0.613,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/36741_right-600-HFF.jpg,1,Mild NPDR,0,No DR,0.613,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/d9311f7497cb-GF-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.6112,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/GF-b963a11638f2-600.jpg,0,No DR,1,Mild NPDR,0.6106,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/1607_left-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.6102,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/28113_left-600.jpg,1,Mild NPDR,0,No DR,0.6093,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/33949_right-600.jpg,0,No DR,1,Mild NPDR,0.6088,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/14231_left-600.jpg,0,No DR,1,Mild NPDR,0.6068,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/10924_right-600-HBF.jpg,2,Moderate NPDR,3,Severe NPDR,0.6057,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/22576_left-600-T.jpg,1,Mild NPDR,2,Moderate NPDR,0.6052,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/31756_right-600-HBF.jpg,2,Moderate NPDR,3,Severe NPDR,0.604,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/6896_left-600.jpg,0,No DR,1,Mild NPDR,0.6039,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/35021_left-600.jpg,0,No DR,1,Mild NPDR,0.6023,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/40913_left-600.jpg,0,No DR,1,Mild NPDR,0.6021,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/7828_left-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.6015,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/8197_right-600-FSF.jpg,1,Mild NPDR,0,No DR,0.6013,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/42400_left-600.jpg,0,No DR,1,Mild NPDR,0.601,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/21987_right-600-HFF.jpg,1,Mild NPDR,0,No DR,0.6005,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/29155_right-600.jpg,0,No DR,1,Mild NPDR,0.6004,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/7623_right-600-FF.jpg,3,Severe NPDR,4,Proliferative DR,0.6002,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/40786_left-600.jpg,0,No DR,1,Mild NPDR,0.6001,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/24754_left-600-FA.jpg,1,Mild NPDR,0,No DR,0.5993,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/9772_left-600.jpg,0,No DR,1,Mild NPDR,0.5986,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/32872_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.5986,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/7212_left-600.jpg,0,No DR,1,Mild NPDR,0.5974,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/bb45257258cc-GF-600-FA.jpg,1,Mild NPDR,0,No DR,0.5967,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/30025_left-600-HFF.jpg,1,Mild NPDR,2,Moderate NPDR,0.5965,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/37422_right-600-HFF.jpg,3,Severe NPDR,4,Proliferative DR,0.596,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/314862758acf-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.5956,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/d6e26fe51dce-GF-600-FA.jpg,1,Mild NPDR,0,No DR,0.5945,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/27832_right-600.jpg,0,No DR,1,Mild NPDR,0.5934,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/32242_left-600-FA.jpg,3,Severe NPDR,4,Proliferative DR,0.5932,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/27057_right-600.jpg,0,No DR,1,Mild NPDR,0.5924,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/6617_left-600.jpg,0,No DR,1,Mild NPDR,0.5921,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/15450_left-600-FA.jpg,3,Severe NPDR,2,Moderate NPDR,0.5911,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/38634_left-600-RB.jpg,1,Mild NPDR,0,No DR,0.5905,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/3096_right-600-FA.jpg,3,Severe NPDR,4,Proliferative DR,0.5897,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/30266_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.5885,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/4/23375_left-600-HFF.jpg,4,Proliferative DR,3,Severe NPDR,0.5883,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/2404_left-600.jpg,0,No DR,1,Mild NPDR,0.586,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/c0a117de7d0a-600.jpg,0,No DR,1,Mild NPDR,0.5851,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/37749_right-600.jpg,0,No DR,1,Mild NPDR,0.5849,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/12261_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.5844,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/42701_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.5844,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/4479_left-600-FA.jpg,1,Mild NPDR,0,No DR,0.5841,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/4/4591_left-600-HB.jpg,4,Proliferative DR,3,Severe NPDR,0.5835,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/0c917c372572-GF-600-HFF.jpg,3,Severe NPDR,4,Proliferative DR,0.5834,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/8dfa629ca74e-GF-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.5828,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/32200_right-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.5808,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/27487_right-600.jpg,0,No DR,1,Mild NPDR,0.5801,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/28113_left-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.58,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/26816_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.5797,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/35789_left-600-HF.jpg,3,Severe NPDR,2,Moderate NPDR,0.5796,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/17785_left-600-HB.jpg,1,Mild NPDR,2,Moderate NPDR,0.5779,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/36741_right-600-HFF.jpg,1,Mild NPDR,2,Moderate NPDR,0.5774,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/8dfff47b06b7-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.5769,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/2773_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.5769,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/40417_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.5768,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/28938_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.5761,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/2802_right-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.5756,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/43801_right-600-T.jpg,1,Mild NPDR,2,Moderate NPDR,0.5739,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/18688_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.5731,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/bf6cbccacf39-600.jpg,0,No DR,1,Mild NPDR,0.5727,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/3091_left-600.jpg,0,No DR,1,Mild NPDR,0.5725,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/25787_left-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.5723,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/3/36767_right-600-BFF.jpg,3,Severe NPDR,2,Moderate NPDR,0.5718,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/11307_left-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.5716,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/39543_right-600.jpg,0,No DR,1,Mild NPDR,0.5712,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/20895_left-600.jpg,0,No DR,1,Mild NPDR,0.5698,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/2251_left-600.jpg,0,No DR,1,Mild NPDR,0.5697,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/35634_left-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.5692,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/38714_right-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.5689,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/27874_left-600-HBF.jpg,2,Moderate NPDR,1,Mild NPDR,0.568,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/23095_left-600-HBF.jpg,3,Severe NPDR,2,Moderate NPDR,0.5675,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/32318_left-600-HB.jpg,1,Mild NPDR,2,Moderate NPDR,0.5671,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/4967_left-600-BF.jpg,3,Severe NPDR,2,Moderate NPDR,0.567,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/8553_left-600-HB.jpg,1,Mild NPDR,0,No DR,0.5661,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/42655_left-600.jpg,0,No DR,1,Mild NPDR,0.5642,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/29038_left-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.5642,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/12261_left-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.5641,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/21635_right-600-FSF.jpg,1,Mild NPDR,2,Moderate NPDR,0.5638,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/11980_left-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.5638,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/43531_left-600.jpg,0,No DR,1,Mild NPDR,0.5637,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/2588_left-600.jpg,0,No DR,1,Mild NPDR,0.5623,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/23139_left-600.jpg,0,No DR,1,Mild NPDR,0.5621,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/33703_left-600-HBF.jpg,2,Moderate NPDR,1,Mild NPDR,0.5605,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/15257_left-600-HBF.jpg,3,Severe NPDR,2,Moderate NPDR,0.5599,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/75a7bc945b7d-GF-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.5598,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/40497_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.5596,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
